0,0
0,5
0,10
0,15
0,20
0,25
0,30
0,35
0,40
0,45
0,50
0,55
0,60
0,65
0,70
0,75
0,80
0,0
0,-5
0,-10
0,-15
0,-20
0,-25
0,-30
0,-35
0,-40
0,-45
0,-50
0,-55
0,-60
0,-65
0,-70
0,-75
0,-80
4,0
4,5
4,10
4,15
4,20
4,25
4,30
4,35
4,40
4,45
4,50
4,55
4,60
4,65
4,70
4,75
4,80
4,0
4,-5
4,-10
4,-15
4,-20
4,-25
4,-30
4,-35
4,-40
4,-45
4,-50
4,-55
4,-60
4,-65
4,-70
4,-75
4,-80
8,0
8,5
8,10
8,15
8,20
8,25
8,30
8,35
8,40
8,45
8,50
8,55
8,60
8,65
8,70
8,75
8,80
8,0
8,-5
8,-10
8,-15
8,-20
8,-25
8,-30
8,-35
8,-40
8,-45
8,-50
8,-55
8,-60
8,-65
8,-70
8,-75
8,-80
12,0
12,5
12,10
12,15
12,20
12,25
12,30
12,35
12,40
12,45
12,50
12,55
12,60
12,65
12,70
12,75
12,80
12,0
12,-5
12,-10
12,-15
12,-20
12,-25
12,-30
12,-35
12,-40
12,-45
12,-50
12,-55
12,-60
12,-65
12,-70
12,-75
12,-80
16,0
16,5
16,10
16,15
16,20
16,25
16,30
16,35
16,40
16,45
16,50
16,55
16,60
16,65
16,70
16,75
16,80
16,0
16,-5
16,-10
16,-15
16,-20
16,-25
16,-30
16,-35
16,-40
16,-45
16,-50
16,-55
16,-60
16,-65
16,-70
16,-75
16,-80
20,0
20,5
20,10
20,15
20,20
20,25
20,30
20,35
20,40
20,45
20,50
20,55
20,60
20,65
20,70
20,75
20,80
20,0
20,-5
20,-10
20,-15
20,-20
20,-25
20,-30
20,-35
20,-40
20,-45
20,-50
20,-55
20,-60
20,-65
20,-70
20,-75
20,-80
24,0
24,5
24,10
24,15
24,20
24,25
24,30
24,35
24,40
24,45
24,50
24,55
24,60
24,65
24,70
24,75
24,80
24,0
24,-5
24,-10
24,-15
24,-20
24,-25
24,-30
24,-35
24,-40
24,-45
24,-50
24,-55
24,-60
24,-65
24,-70
24,-75
24,-80
28,0
28,5
28,10
28,15
28,20
28,25
28,30
28,35
28,40
28,45
28,50
28,55
28,60
28,65
28,70
28,75
28,80
28,0
28,-5
28,-10
28,-15
28,-20
28,-25
28,-30
28,-35
28,-40
28,-45
28,-50
28,-55
28,-60
28,-65
28,-70
28,-75
28,-80
32,0
32,5
32,10
32,15
32,20
32,25
32,30
32,35
32,40
32,45
32,50
32,55
32,60
32,65
32,70
32,75
32,80
32,0
32,-5
32,-10
32,-15
32,-20
32,-25
32,-30
32,-35
32,-40
32,-45
32,-50
32,-55
32,-60
32,-65
32,-70
32,-75
32,-80
36,0
36,5
36,10
36,15
36,20
36,25
36,30
36,35
36,40
36,45
36,50
36,55
36,60
36,65
36,70
36,75
36,80
36,0
36,-5
36,-10
36,-15
36,-20
36,-25
36,-30
36,-35
36,-40
36,-45
36,-50
36,-55
36,-60
36,-65
36,-70
36,-75
36,-80
40,0
40,5
40,10
40,15
40,20
40,25
40,30
40,35
40,40
40,45
40,50
40,55
40,60
40,65
40,70
40,75
40,80
40,0
40,-5
40,-10
40,-15
40,-20
40,-25
40,-30
40,-35
40,-40
40,-45
40,-50
40,-55
40,-60
40,-65
40,-70
40,-75
40,-80
44,0
44,5
44,10
44,15
44,20
44,25
44,30
44,35
44,40
44,45
44,50
44,55
44,60
44,65
44,70
44,75
44,80
44,0
44,-5
44,-10
44,-15
44,-20
44,-25
44,-30
44,-35
44,-40
44,-45
44,-50
44,-55
44,-60
44,-65
44,-70
44,-75
44,-80
